strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pangolin_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing
hCoV-19/England/MILK-994CD7/2020	betacoronavirus	EPI_ISL_552305	?	2020-08-25	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	B.1.1.51	GR	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/MILK-993B08/2020	betacoronavirus	EPI_ISL_552307	?	2020-08-27	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29776	Human	unknown	unknown	?	B.1.258	G	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/MILK-9945DC/2020	betacoronavirus	EPI_ISL_552367	?	2020-08-25	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	B.1.1.70	GR	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/MILK-9758AB/2020	betacoronavirus	EPI_ISL_552483	?	2020-08-20	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29776	Human	unknown	unknown	?	B.1.258	G	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/MILK-974DAD/2020	betacoronavirus	EPI_ISL_552487	?	2020-08-22	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	B.1.1.227	GR	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/ALDP-9829A8/2020	betacoronavirus	EPI_ISL_552595	?	2020-08-09	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	B.1.1.1	GR	Lighthouse Lab in Alderley Park	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Alderley Park and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/MILK-9751A0/2020	betacoronavirus	EPI_ISL_552599	?	2020-08-21	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	B.1.258	G	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/ALDP-9814F3/2020	betacoronavirus	EPI_ISL_552614	?	2020-08-08	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	B.1.1.4	GR	Lighthouse Lab in Alderley Park	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Alderley Park and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/ALDP-9829B7/2020	betacoronavirus	EPI_ISL_552629	?	2020-08-09	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	B.1.1.138	GR	Lighthouse Lab in Alderley Park	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Alderley Park and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/MILK-974FE3/2020	betacoronavirus	EPI_ISL_552633	?	2020-08-20	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29776	Human	unknown	unknown	?	B.1.258	G	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/MILK-975753/2020	betacoronavirus	EPI_ISL_552661	?	2020-08-20	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	B.1.367	GH	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/MILK-9768F5/2020	betacoronavirus	EPI_ISL_552795	?	2020-08-17	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	B.1.1.37	GR	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/ALDP-9355A0/2020	betacoronavirus	EPI_ISL_552837	?	2020-06-21	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	B.1.1	GR	Lighthouse Lab in Alderley Park	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Alderley Park and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/ALDP-93036F/2020	betacoronavirus	EPI_ISL_552913	?	2020-06-20	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	B.1.1	GR	Lighthouse Lab in Alderley Park	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Alderley Park and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/Wales/MILK-9713DB/2020	betacoronavirus	EPI_ISL_553015	?	2020-08-18	Europe	United Kingdom	Wales		Europe	United Kingdom	Wales	genome	29782	Human	unknown	unknown	?	B.1.258.3	G	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Alderley Park and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/MILK-97139F/2020	betacoronavirus	EPI_ISL_553022	?	2020-08-18	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29636	Human	unknown	unknown	?	B.1.258	G	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/MILK-970DA1/2020	betacoronavirus	EPI_ISL_553024	?	2020-08-18	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	C.35	GR	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/MILK-970D38/2020	betacoronavirus	EPI_ISL_553036	?	2020-08-18	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	B.1.1.227	GR	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/MILK-970819/2020	betacoronavirus	EPI_ISL_553062	?	2020-08-17	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29776	Human	unknown	unknown	?	B.1.258	G	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/MILK-97048E/2020	betacoronavirus	EPI_ISL_553065	?	2020-08-17	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	B.1.1.406	GR	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/MILK-970C4A/2020	betacoronavirus	EPI_ISL_553137	?	2020-08-18	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	B.1.1.138	GR	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/MILK-970BF2/2020	betacoronavirus	EPI_ISL_553167	?	2020-08-18	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	B.1.1.227	GR	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/MILK-97105C/2020	betacoronavirus	EPI_ISL_553169	?	2020-08-16	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	B.1.505	GH	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/MILK-9705A9/2020	betacoronavirus	EPI_ISL_553180	?	2020-08-18	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	B.1.36.12	GH	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/MILK-971308/2020	betacoronavirus	EPI_ISL_553190	?	2020-08-18	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	B.1.177	GV	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/MILK-971256/2020	betacoronavirus	EPI_ISL_553197	?	2020-08-19	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	B.1.1.218	GR	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/MILK-970CE0/2020	betacoronavirus	EPI_ISL_553201	?	2020-08-18	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	B.1.36.23	GH	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/MILK-970AF5/2020	betacoronavirus	EPI_ISL_553208	?	2020-08-18	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	B.1.36	GH	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/MILK-97066A/2020	betacoronavirus	EPI_ISL_553222	?	2020-08-18	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	B.1.258.3	G	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/MILK-971520/2020	betacoronavirus	EPI_ISL_553252	?	2020-08-18	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29494	Human	unknown	unknown	?	B.1.467	GH	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/MILK-A7BEC0/2020	betacoronavirus	EPI_ISL_607586	?	2020-10-15	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	B.1.258	G	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team	https://www.gisaid.org/	?	?	2020-11-02	?
hCoV-19/England/ALDP-A6E789/2020	betacoronavirus	EPI_ISL_607625	?	2020-10-15	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	B.1.177.4	GV	Lighthouse Lab in Alderley Park	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Jacquelyn Wynn, Mairead Hyland, The Lighthouse Lab in Alderley Park and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team	https://www.gisaid.org/	?	?	2020-11-02	?
hCoV-19/England/MILK-9A5602/2020	betacoronavirus	EPI_ISL_550095	?	2020-09-03	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	B.1.1.39	GR	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/MILK-9AAD80/2020	betacoronavirus	EPI_ISL_550892	?	2020-09-01	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	B.1.177	GV	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/MILK-994A37/2020	betacoronavirus	EPI_ISL_552389	?	2020-08-26	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	B.1.1.130	GR	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/ALDP-933830/2020	betacoronavirus	EPI_ISL_552994	?	2020-06-21	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	B.1.1.1	GR	Lighthouse Lab in Alderley Park	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Alderley Park and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/MILK-97114A/2020	betacoronavirus	EPI_ISL_553216	?	2020-08-17	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	B.1.1.1	GR	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/Wales/MILK-992CE8/2020	betacoronavirus	EPI_ISL_552062	?	2020-08-26	Europe	United Kingdom	Wales		Europe	United Kingdom	Wales	genome	29776	Human	unknown	unknown	?	B.1.258	G	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Alderley Park and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/MILK-97878D/2020	betacoronavirus	EPI_ISL_550501	?	2020-07-31	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29652	Human	unknown	unknown	?	B.1.1	GR	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)	https://www.gisaid.org/	?	?	2020-09-28	?
hCoV-19/England/MILK-A7C506/2020	betacoronavirus	EPI_ISL_607603	?	2020-10-15	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	B.1.177	GV	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team	https://www.gisaid.org/	?	?	2020-11-02	?
hCoV-19/England/ALDP-A70739/2020	betacoronavirus	EPI_ISL_607696	?	2020-10-15	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29733	Human	unknown	unknown	?	B.1.1.311	GR	Lighthouse Lab in Alderley Park	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Jacquelyn Wynn, Mairead Hyland, The Lighthouse Lab in Alderley Park and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team	https://www.gisaid.org/	?	?	2020-11-02	?
hCoV-19/England/MILK-971265/2020	betacoronavirus	EPI_ISL_553187	?	2020-08-19	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29782	Human	unknown	unknown	?	B.1.1.218	GR	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)	https://www.gisaid.org/	?	?	2020-09-28	?
